CHỈ TIÊU,THỜI GIAN,GIÁ TRỊ,Mã Chứng Khoán
Tài Sản Lưu Động Khác,Q4 2017,135.54,PLA
TÀI SẢN DÀI HẠN,Q4 2017,"1,536.39",PLA
Phải Thu Dài Hạn,Q4 2017,0.00,PLA
Tài Sản Cố Định,Q4 2017,161.10,PLA
Giá Trị Ròng Tài Sản Đầu Tư,Q4 2017,218.23,PLA
Tài Sản Dở Dang Dài Hạn,Q4 2017,47.15,PLA
Đầu Tư Dài Hạn,Q4 2017,943.37,PLA
Tài Sản Dài Hạn Khác,Q4 2017,166.54,PLA
NỢ PHẢI TRẢ,Q4 2017,"10,148.13",PLA
Nợ Ngắn Hạn,Q4 2017,"9,354.27",PLA
Nợ Dài Hạn,Q4 2017,793.85,PLA
VỐN CHỦ SỞ HỮU,Q4 2017,"8,616.25",PLA
Vốn Và Các Quỹ,Q4 2017,"8,616.25",PLA
"Quỹ Khen Thưởng, Phúc Lợi (Trước 2010)",Q4 2017,0.00,PLA
LỢI ÍCH CỦA CỔ ĐÔNG THIỂU SỐ,Q4 2017,0.00,PLA
TỔNG CỘNG NGUỒN VỐN,Q4 2017,"18,764.38",PLA
